application_id,timestamp,employer_id,sector,worker_id,nationality,skill_tier,declared_salary,est_monthly_load,suspicious_flag
17262,2025-01-13 04:00:00,10204,F&B,501878,TH,2,3019.0,8,0
15856,2025-01-15 20:00:00,10008,Marine,500450,TH,3,4144.0,4,0
13115,2025-01-30 08:00:00,10120,F&B,501412,PH,2,2912.0,9,0
4523,2025-01-18 07:00:00,10095,Marine,501411,LK,2,2423.0,7,0
2474,2025-02-28 15:00:00,10014,Logistics,500017,MM,2,3465.0,6,0
15320,2025-02-16 12:00:00,10154,F&B,500727,CN,3,3122.0,3,0
7979,2025-01-30 23:00:00,10242,Construction,501515,VN,3,2994.0,9,0
9944,2025-02-14 14:00:00,10009,Construction,500132,MY,2,3114.0,4,0
827,2025-01-18 18:00:00,10191,Manufacturing,500926,LK,1,2813.0,8,0
7263,2025-01-19 23:00:00,10059,Logistics,500126,MM,1,1993.0,8,0
16065,2025-01-24 03:00:00,10156,Construction,501212,MM,3,2604.0,7,0
1203,2025-02-21 13:00:00,10285,Cleaning,500137,TH,2,2188.0,4,0
7061,2025-02-10 20:00:00,10137,Construction,500839,ID,3,3804.0,8,0
2780,2025-01-03 14:00:00,10014,Logistics,500207,CN,3,3974.0,3,0
8239,2025-02-28 20:00:00,10233,Logistics,500054,CN,3,4164.0,5,0
19651,2025-01-17 10:00:00,10110,Marine,501983,MY,3,3781.0,3,0
11312,2025-01-28 01:00:00,10030,F&B,501464,CN,2,3237.0,6,0
14132,2025-02-22 23:00:00,10034,Cleaning,500301,TH,1,2140.0,12,0
10173,2025-02-27 03:00:00,10113,F&B,500577,PH,3,3987.0,8,0
16441,2025-01-23 18:00:00,10100,Logistics,501651,ID,3,4977.0,5,1
16274,2025-02-24 16:00:00,10225,Marine,501499,ID,3,3431.0,9,1
2106,2025-01-18 14:00:00,10282,Logistics,500278,VN,1,2367.0,9,0
8751,2025-01-11 03:00:00,10043,F&B,501387,MY,1,2725.0,6,0
5178,2025-02-07 02:00:00,10016,Manufacturing,501895,CN,3,3198.0,8,0
10457,2025-01-06 19:00:00,10026,F&B,500444,TH,3,2536.0,7,0
3930,2025-01-04 18:00:00,10071,Marine,501879,MM,1,2204.0,10,0
4151,2025-01-27 01:00:00,10251,F&B,500586,BD,3,4502.0,10,0
4986,2025-01-26 04:00:00,10003,F&B,500418,MY,3,3418.0,7,0
16918,2025-01-29 15:00:00,10225,Marine,501743,MM,2,2709.0,7,0
2655,2025-02-03 02:00:00,10217,Construction,500936,LK,3,4705.0,7,0
6318,2025-03-01 13:00:00,10070,Logistics,501564,TH,1,2612.0,4,1
7193,2025-01-01 14:00:00,10297,F&B,501706,MM,1,2065.0,7,0
9521,2025-01-14 23:00:00,10252,Marine,500587,TH,2,3204.0,6,0
16603,2025-01-05 04:00:00,10101,Marine,500851,MY,3,3320.0,11,0
15222,2025-01-10 00:00:00,10277,Logistics,500286,VN,3,4087.0,8,0
3834,2025-02-15 10:00:00,10262,Marine,500035,VN,3,3622.0,5,0
15378,2025-02-16 06:00:00,10287,Manufacturing,500443,VN,1,1674.0,4,0
1022,2025-01-21 10:00:00,10258,Marine,501793,ID,3,4460.0,11,0
14708,2025-02-13 19:00:00,10132,Construction,500889,LK,3,3297.0,6,0
11106,2025-02-26 11:00:00,10224,Logistics,500665,ID,2,3679.0,3,0
3976,2025-01-18 22:00:00,10085,Logistics,500757,TH,1,2652.0,10,0
14451,2025-01-21 10:00:00,10119,Construction,500725,MM,3,3355.0,6,0
1895,2025-02-11 10:00:00,10211,Logistics,500003,MM,3,3436.0,13,0
5399,2025-01-16 06:00:00,10081,F&B,500249,ID,3,4455.0,6,0
8374,2025-02-27 14:00:00,10143,F&B,501301,LK,2,2362.0,6,0
11629,2025-02-05 15:00:00,10251,F&B,501568,LK,1,2289.0,9,0
6610,2025-01-27 15:00:00,10043,F&B,500593,VN,1,1953.0,5,0
17872,2025-02-03 19:00:00,10056,Manufacturing,501878,TH,2,2203.0,4,0
10537,2025-02-05 00:00:00,10156,Construction,500752,BD,2,2835.0,6,0
5202,2025-01-06 17:00:00,10244,Manufacturing,500426,CN,2,2826.0,7,0
4261,2025-02-07 07:00:00,10233,Logistics,501997,BD,1,2695.0,3,0
15625,2025-02-07 02:00:00,10279,Construction,501984,IN,2,3083.0,12,0
13410,2025-01-30 01:00:00,10014,Logistics,501169,TH,1,3327.0,6,0
18646,2025-01-30 01:00:00,10187,F&B,500781,CN,1,2317.0,7,0
7529,2025-01-30 01:00:00,10226,Logistics,501914,BD,3,3710.0,8,0
2786,2025-01-16 12:00:00,10171,Construction,500072,IN,3,2549.0,9,0
19290,2025-02-13 22:00:00,10075,F&B,501829,IN,3,3307.0,10,0
4174,2025-01-08 08:00:00,10045,Cleaning,500427,IN,3,4049.0,9,0
1267,2025-01-21 08:00:00,10215,Marine,500794,CN,3,3434.0,6,0
418,2025-01-10 05:00:00,10252,Marine,501648,PH,2,3278.0,8,0
8656,2025-02-18 15:00:00,10249,Construction,501297,ID,1,2565.0,9,0
8072,2025-01-03 16:00:00,10278,Construction,501102,ID,2,2980.0,9,0
3533,2025-01-05 16:00:00,10091,Logistics,500903,VN,1,2051.0,6,0
15295,2025-01-03 20:00:00,10287,Manufacturing,500726,MY,1,2538.0,4,0
14232,2025-02-26 02:00:00,10174,Logistics,500623,ID,2,3167.0,6,0
3447,2025-02-17 06:00:00,10126,Construction,500950,IN,1,2934.0,11,0
3260,2025-01-24 02:00:00,10171,Construction,500356,CN,1,2142.0,9,0
18764,2025-01-08 22:00:00,10256,Logistics,501090,LK,1,2529.0,8,0
19739,2025-02-15 18:00:00,10072,F&B,501138,BD,3,3524.0,3,0
3151,2025-03-01 15:00:00,10229,Marine,500528,TH,1,1600.0,8,1
12700,2025-02-22 14:00:00,10069,F&B,501803,TH,1,3171.0,6,0
17655,2025-01-05 14:00:00,10004,F&B,501821,ID,2,2105.0,4,0
10570,2025-02-26 01:00:00,10053,F&B,500712,BD,1,2940.0,3,0
1770,2025-01-26 21:00:00,10228,Manufacturing,500767,BD,1,2420.0,4,0
1843,2025-02-07 00:00:00,10065,Marine,500986,BD,1,2374.0,7,0
10058,2025-01-15 16:00:00,10037,Logistics,500987,MY,1,2995.0,9,0
7445,2025-01-22 11:00:00,10116,Construction,500876,TH,1,2683.0,10,0
18056,2025-01-30 00:00:00,10093,F&B,500284,BD,1,2410.0,8,0
16068,2025-02-10 01:00:00,10242,Construction,501859,IN,1,2283.0,5,0
477,2025-01-18 01:00:00,10115,Manufacturing,500585,PH,1,2155.0,5,0
10940,2025-02-27 22:00:00,10121,Logistics,501805,PH,3,2752.0,6,0
19218,2025-02-08 09:00:00,10036,Cleaning,501960,IN,2,3271.0,4,0
6988,2025-01-20 07:00:00,10296,Cleaning,500779,CN,2,2843.0,5,0
18154,2025-02-21 19:00:00,10194,Cleaning,500927,CN,2,3036.0,6,0
14607,2025-01-06 09:00:00,10295,Manufacturing,500733,BD,2,3308.0,4,0
12433,2025-01-08 00:00:00,10079,Logistics,501113,IN,2,3207.0,11,0
11362,2025-01-22 02:00:00,10230,F&B,500633,TH,2,3346.0,8,0
5213,2025-02-08 03:00:00,10123,F&B,501287,MY,1,2567.0,11,0
18126,2025-01-26 03:00:00,10193,F&B,500103,BD,3,3709.0,6,0
18247,2025-01-13 13:00:00,10006,Construction,500263,LK,3,2636.0,11,0
15472,2025-01-01 16:00:00,10066,Cleaning,501601,ID,3,2792.0,8,0
4356,2025-01-25 19:00:00,10145,Cleaning,501595,ID,1,1943.0,7,1
18230,2025-02-01 20:00:00,10078,Manufacturing,501740,IN,2,3345.0,6,0
9694,2025-01-11 02:00:00,10189,Marine,500781,CN,1,2815.0,10,0
10982,2025-02-16 01:00:00,10279,Construction,500408,CN,1,3628.0,12,0
13891,2025-02-24 03:00:00,10252,Marine,500986,BD,1,2520.0,6,0
3680,2025-02-17 13:00:00,10256,Logistics,500274,TH,1,2687.0,7,0
10046,2025-02-06 04:00:00,10213,F&B,501490,CN,1,2126.0,6,0
6224,2025-02-24 13:00:00,10092,Cleaning,501049,LK,3,2475.0,8,0
14639,2025-02-21 12:00:00,10164,F&B,500957,MM,1,3071.0,8,0
10217,2025-02-14 01:00:00,10195,Construction,501707,CN,1,3014.0,12,0
7466,2025-02-08 04:00:00,10066,Cleaning,500823,PH,1,2545.0,7,0
11967,2025-02-05 09:00:00,10016,Manufacturing,500026,CN,1,2762.0,10,0
11440,2025-02-27 04:00:00,10148,Logistics,500394,MY,3,3619.0,11,0
18702,2025-01-07 14:00:00,10022,Marine,500575,ID,3,3628.0,8,0
19400,2025-01-04 11:00:00,10184,F&B,501429,TH,3,3825.0,5,0
15486,2025-02-21 15:00:00,10144,Cleaning,501079,MM,3,4760.0,8,0
3347,2025-01-23 00:00:00,10095,Marine,501532,LK,3,3502.0,5,0
17235,2025-01-14 14:00:00,10051,Marine,501658,MM,2,2897.0,2,0
2104,2025-01-26 18:00:00,10054,F&B,501685,CN,1,2429.0,6,0
12877,2025-01-14 14:00:00,10107,Manufacturing,500146,LK,2,3169.0,9,0
16033,2025-02-03 01:00:00,10028,Manufacturing,501977,VN,3,4249.0,9,0
12908,2025-02-05 00:00:00,10139,F&B,501505,BD,3,3905.0,9,0
14834,2025-02-11 09:00:00,10217,Construction,500470,IN,3,4594.0,9,0
13061,2025-01-06 02:00:00,10095,Marine,501434,MY,3,2757.0,7,0
14699,2025-02-03 15:00:00,10094,Cleaning,501807,IN,2,2117.0,10,1
13729,2025-01-02 08:00:00,10049,Logistics,500963,IN,1,2067.0,11,0
18955,2025-01-08 19:00:00,10118,Marine,501832,IN,1,2507.0,7,0
4625,2025-01-04 07:00:00,10081,F&B,500314,BD,3,3448.0,5,0
7004,2025-01-07 05:00:00,10099,Construction,500152,LK,3,4011.0,7,0
1737,2025-02-20 10:00:00,10292,Cleaning,501154,IN,3,3351.0,10,0
3592,2025-01-08 07:00:00,10274,F&B,500331,PH,1,2032.0,8,0
12924,2025-02-11 20:00:00,10169,Construction,501305,MM,2,2482.0,5,0
11925,2025-01-19 18:00:00,10131,Manufacturing,501610,TH,2,3023.0,6,0
5219,2025-01-12 08:00:00,10097,Logistics,500269,VN,2,2787.0,6,0
791,2025-01-15 04:00:00,10127,Logistics,501149,VN,3,3739.0,9,0
9132,2025-01-18 06:00:00,10048,Logistics,501236,VN,3,4023.0,12,0
9754,2025-01-20 02:00:00,10049,Logistics,501969,BD,1,2318.0,8,0
14743,2025-02-13 18:00:00,10003,F&B,501856,PH,3,3280.0,9,0
4293,2025-01-01 00:00:00,10040,Construction,500646,MY,1,2230.0,9,0
189,2025-01-04 20:00:00,10127,Logistics,500877,IN,3,3291.0,11,0
6387,2025-02-11 05:00:00,10244,Manufacturing,501172,CN,2,2795.0,6,0
8010,2025-01-25 14:00:00,10185,F&B,501131,IN,2,1908.0,5,0
1662,2025-01-30 00:00:00,10251,F&B,501427,MM,2,2924.0,9,0
7950,2025-02-01 19:00:00,10050,Logistics,500083,MM,2,2789.0,5,0
9284,2025-02-04 11:00:00,10283,F&B,501153,MY,1,2358.0,7,0
10016,2025-01-07 12:00:00,10003,F&B,500000,VN,1,2202.0,7,0
4596,2025-01-25 06:00:00,10128,Manufacturing,500589,VN,1,2420.0,9,0
14183,2025-01-10 04:00:00,10085,Logistics,501316,TH,3,3896.0,7,0
3231,2025-01-16 04:00:00,10254,Manufacturing,500066,PH,3,3441.0,3,0
17965,2025-02-10 23:00:00,10248,Logistics,500299,IN,3,3313.0,12,0
13245,2025-01-04 05:00:00,10253,Marine,501024,CN,3,3275.0,10,0
16544,2025-01-19 18:00:00,10012,Logistics,500857,MY,2,2939.0,7,0
14267,2025-01-19 07:00:00,10275,F&B,501319,VN,3,3532.0,8,0
17024,2025-02-04 22:00:00,10009,Construction,501925,IN,2,3149.0,4,0
1667,2025-01-15 11:00:00,10249,Construction,500591,TH,3,3816.0,12,0
9552,2025-02-09 16:00:00,10254,Manufacturing,501905,TH,3,3026.0,6,0
15962,2025-01-10 05:00:00,10128,Manufacturing,501160,PH,2,2964.0,6,0
1593,2025-01-19 20:00:00,10017,Construction,501947,LK,1,2280.0,3,0
9106,2025-01-04 21:00:00,10131,Manufacturing,501435,LK,2,2577.0,7,0
19568,2025-01-19 08:00:00,10087,Marine,501876,LK,3,2841.0,11,0
18429,2025-02-15 22:00:00,10230,F&B,501299,PH,1,2873.0,7,0
7018,2025-02-25 13:00:00,10142,Marine,501201,ID,3,3384.0,5,1
11922,2025-02-09 03:00:00,10215,Marine,501270,MY,2,2119.0,5,0
16834,2025-02-07 03:00:00,10096,Marine,501659,PH,3,3907.0,6,0
18197,2025-02-15 17:00:00,10157,Manufacturing,500222,IN,2,2452.0,6,0
17990,2025-01-22 23:00:00,10252,Marine,501976,CN,3,4096.0,7,0
6868,2025-02-26 06:00:00,10174,Logistics,501295,BD,1,2912.0,4,0
18502,2025-01-15 06:00:00,10216,Construction,500960,PH,1,2916.0,8,0
1822,2025-02-02 13:00:00,10241,Manufacturing,500473,CN,2,2672.0,7,0
6194,2025-01-15 21:00:00,10119,Construction,500508,MY,3,3945.0,5,0
1837,2025-01-04 20:00:00,10198,F&B,501881,PH,1,2401.0,5,0
11538,2025-01-14 20:00:00,10009,Construction,500783,LK,1,2722.0,8,0
13048,2025-02-23 03:00:00,10190,Logistics,500971,TH,2,3114.0,3,0
2826,2025-01-01 07:00:00,10200,F&B,500137,TH,2,2568.0,7,0
15417,2025-01-11 04:00:00,10271,Construction,500698,ID,1,2960.0,14,0
7216,2025-01-19 07:00:00,10004,F&B,500463,TH,1,1713.0,6,0
9792,2025-01-13 14:00:00,10070,Logistics,500176,TH,3,3232.0,5,0
8354,2025-02-10 19:00:00,10116,Construction,501476,VN,2,3061.0,11,0
2162,2025-02-23 20:00:00,10200,F&B,500994,MY,1,2330.0,6,0
4789,2025-02-11 05:00:00,10259,Manufacturing,501982,CN,2,3019.0,9,0
8045,2025-03-01 18:00:00,10084,Manufacturing,501293,ID,1,2800.0,11,0
1984,2025-01-27 03:00:00,10042,Logistics,500739,MM,1,3292.0,4,0
19782,2025-02-10 06:00:00,10299,Construction,501953,PH,2,2877.0,9,0
14888,2025-01-04 09:00:00,10268,Manufacturing,500584,CN,2,3288.0,9,0
18576,2025-02-12 18:00:00,10173,Logistics,501754,MM,3,3216.0,6,0
1748,2025-02-10 11:00:00,10285,Cleaning,500796,LK,2,2961.0,4,0
10843,2025-02-16 04:00:00,10021,F&B,501527,MM,2,2803.0,8,0
19387,2025-02-20 04:00:00,10208,Marine,500174,VN,1,2727.0,10,0
3062,2025-02-07 03:00:00,10173,Logistics,500373,CN,3,3715.0,6,0
400,2025-01-05 22:00:00,10007,Logistics,500879,TH,2,3442.0,11,0
16269,2025-02-20 10:00:00,10186,Construction,500120,PH,2,2680.0,3,0
18006,2025-01-14 15:00:00,10259,Manufacturing,501962,LK,3,3862.0,9,0
2075,2025-01-23 00:00:00,10272,Construction,500569,PH,1,3000.0,11,0
16630,2025-01-30 05:00:00,10254,Manufacturing,501531,MY,3,4004.0,3,0
19479,2025-02-27 16:00:00,10139,F&B,501472,LK,1,2283.0,4,0
5859,2025-01-08 17:00:00,10293,Marine,500151,MY,3,4349.0,3,0
18294,2025-01-21 20:00:00,10017,Construction,500540,IN,1,2786.0,5,0
1216,2025-01-04 13:00:00,10241,Manufacturing,500223,MM,3,3687.0,4,0
10426,2025-02-10 17:00:00,10168,F&B,500292,MM,2,3233.0,6,0
8071,2025-01-31 06:00:00,10131,Manufacturing,501964,IN,3,3402.0,5,0
10766,2025-02-27 09:00:00,10118,Marine,501222,ID,3,3855.0,6,0
14143,2025-01-29 09:00:00,10232,Construction,501528,MM,3,4614.0,10,0
16440,2025-01-22 14:00:00,10171,Construction,500060,MM,2,2674.0,7,0
12503,2025-01-31 21:00:00,10291,Marine,500379,CN,1,2728.0,9,0
4406,2025-02-06 08:00:00,10036,Cleaning,500427,IN,3,3968.0,8,0
19685,2025-01-02 10:00:00,10163,F&B,501823,MM,1,2678.0,8,0
19954,2025-01-19 00:00:00,10021,F&B,501981,IN,2,3039.0,7,0
18276,2025-02-27 06:00:00,10104,Logistics,500071,MY,2,3999.0,7,0
2849,2025-01-02 09:00:00,10271,Construction,501212,MM,3,4388.0,7,0
6321,2025-01-22 02:00:00,10007,Logistics,500243,BD,1,3233.0,13,1
12849,2025-01-24 13:00:00,10025,Manufacturing,500558,LK,3,3387.0,2,0
9556,2025-02-02 22:00:00,10145,Cleaning,501529,IN,3,3419.0,8,0
4191,2025-01-01 02:00:00,10188,Marine,501360,MY,2,2909.0,6,0
167,2025-02-21 12:00:00,10213,F&B,501464,CN,2,2659.0,5,0
6506,2025-02-18 02:00:00,10249,Construction,500842,CN,1,2248.0,10,0
6761,2025-01-24 18:00:00,10025,Manufacturing,501824,CN,1,2229.0,5,0
18091,2025-01-26 14:00:00,10133,Manufacturing,501786,MM,3,3346.0,7,0
14145,2025-02-05 12:00:00,10274,F&B,500347,VN,1,2224.0,6,0
4942,2025-02-13 06:00:00,10278,Construction,501058,VN,2,3360.0,12,0
2793,2025-02-26 03:00:00,10120,F&B,501090,LK,1,2492.0,8,0
4369,2025-02-11 03:00:00,10003,F&B,500920,MY,1,2355.0,7,0
12361,2025-01-15 14:00:00,10142,Marine,500703,CN,3,3181.0,4,0
470,2025-02-05 21:00:00,10295,Manufacturing,500340,BD,1,2739.0,7,0
13413,2025-01-19 21:00:00,10045,Cleaning,501248,PH,2,3559.0,8,1
2309,2025-01-08 05:00:00,10116,Construction,500337,CN,3,4780.0,10,0
18597,2025-02-17 23:00:00,10291,Marine,501161,TH,3,4362.0,7,0
8195,2025-02-03 21:00:00,10040,Construction,500019,TH,1,2245.0,7,0
18088,2025-02-15 19:00:00,10100,Logistics,500933,CN,1,3739.0,6,0
19765,2025-01-03 20:00:00,10169,Construction,501032,MY,3,3542.0,6,0
12719,2025-01-27 04:00:00,10058,Logistics,501788,TH,2,2736.0,10,0
13909,2025-01-04 04:00:00,10107,Manufacturing,501204,IN,1,2463.0,8,0
4557,2025-02-19 00:00:00,10116,Construction,501553,IN,1,2795.0,13,0
19413,2025-01-08 21:00:00,10079,Logistics,500535,CN,1,3333.0,12,0
3052,2025-01-15 01:00:00,10071,Marine,500582,VN,2,2306.0,11,0
7711,2025-02-28 01:00:00,10002,Manufacturing,500574,PH,1,2804.0,7,0
2560,2025-01-12 01:00:00,10062,F&B,500373,CN,3,3450.0,4,0
4112,2025-01-25 18:00:00,10050,Logistics,501247,IN,3,4880.0,6,0
5928,2025-01-29 04:00:00,10002,Manufacturing,501319,VN,3,3573.0,8,0
8376,2025-02-27 09:00:00,10266,F&B,500145,PH,1,2459.0,7,0
10195,2025-02-07 23:00:00,10180,Cleaning,500654,MY,1,2402.0,10,0
10549,2025-01-25 05:00:00,10143,F&B,500510,VN,3,4232.0,7,0
5784,2025-01-04 08:00:00,10092,Cleaning,500693,TH,1,2328.0,7,0
5137,2025-02-02 01:00:00,10126,Construction,500627,LK,3,4509.0,11,0
3880,2025-01-30 00:00:00,10117,Construction,500992,CN,1,2930.0,11,0
17890,2025-02-18 02:00:00,10256,Logistics,501616,CN,1,2638.0,6,0
18787,2025-02-12 21:00:00,10293,Marine,500498,MY,3,4088.0,6,0
13049,2025-01-17 09:00:00,10287,Manufacturing,501398,MY,2,3270.0,6,0
9530,2025-01-07 07:00:00,10069,F&B,500358,MY,1,2835.0,6,0
13894,2025-02-08 17:00:00,10298,Marine,500410,IN,1,2977.0,7,0
601,2025-01-01 22:00:00,10110,Marine,500320,PH,2,2822.0,2,0
13091,2025-02-05 10:00:00,10028,Manufacturing,500445,LK,2,3330.0,10,0
13140,2025-02-09 00:00:00,10115,Manufacturing,500864,LK,1,2308.0,4,0
17481,2025-01-01 14:00:00,10148,Logistics,501213,CN,3,3923.0,9,0
8579,2025-02-03 11:00:00,10093,F&B,501448,ID,1,2007.0,5,0
4841,2025-02-13 21:00:00,10276,F&B,501196,BD,2,1970.0,4,0
15302,2025-01-13 08:00:00,10022,Marine,500978,MY,3,2761.0,10,0
3327,2025-01-25 20:00:00,10052,F&B,501696,MY,2,2906.0,6,0
8102,2025-02-21 06:00:00,10035,Construction,501720,MY,2,2863.0,6,0
19828,2025-02-08 21:00:00,10013,Logistics,500441,MY,3,2925.0,12,0
17083,2025-01-30 01:00:00,10185,F&B,501267,IN,1,2411.0,4,0
11363,2025-01-25 01:00:00,10137,Construction,500565,PH,3,3230.0,7,0
13045,2025-02-08 05:00:00,10284,F&B,500110,TH,3,3571.0,6,0
19055,2025-02-21 20:00:00,10276,F&B,501399,BD,1,2133.0,5,1
13734,2025-01-15 03:00:00,10199,Cleaning,501942,TH,3,3852.0,5,0
2736,2025-02-09 06:00:00,10081,F&B,501749,ID,1,2101.0,5,0
11037,2025-01-30 15:00:00,10281,F&B,501327,VN,3,3125.0,8,0
1096,2025-01-07 03:00:00,10264,Cleaning,501656,TH,3,4093.0,7,0
17371,2025-03-01 18:00:00,10039,Manufacturing,501586,IN,1,2456.0,5,0
17467,2025-01-13 23:00:00,10180,Cleaning,501794,VN,1,2003.0,9,0
7064,2025-01-01 17:00:00,10085,Logistics,500085,VN,1,3405.0,6,0
12672,2025-01-27 20:00:00,10293,Marine,501735,BD,1,2638.0,3,0
8603,2025-02-04 13:00:00,10238,Marine,500801,LK,1,2347.0,8,0
11368,2025-01-18 11:00:00,10132,Construction,501281,MM,1,2207.0,5,0
3757,2025-01-08 01:00:00,10260,Logistics,501803,TH,1,2607.0,5,0
2165,2025-02-25 10:00:00,10169,Construction,501147,CN,1,1600.0,8,0
6315,2025-01-14 10:00:00,10105,Logistics,501929,CN,1,1899.0,6,0
19303,2025-02-09 23:00:00,10222,Logistics,500411,BD,3,3711.0,9,0
7488,2025-01-12 04:00:00,10035,Construction,500318,MY,3,3975.0,5,0
17110,2025-01-17 21:00:00,10239,Manufacturing,500076,CN,3,4022.0,5,1
9047,2025-02-15 22:00:00,10234,F&B,501396,TH,3,2745.0,4,0
11874,2025-02-09 13:00:00,10157,Manufacturing,501423,MM,2,2446.0,4,0
17285,2025-01-25 10:00:00,10032,Construction,500236,MY,1,3276.0,8,0
13237,2025-01-29 04:00:00,10014,Logistics,501985,IN,3,4101.0,3,0
19128,2025-02-17 02:00:00,10245,Construction,500304,MY,2,2709.0,7,0
9748,2025-01-28 07:00:00,10014,Logistics,501352,BD,2,3249.0,7,0
19266,2025-01-24 08:00:00,10235,Logistics,500231,TH,3,2800.0,5,0
2857,2025-02-03 22:00:00,10172,Logistics,500383,CN,2,3045.0,6,0
6025,2025-02-14 22:00:00,10116,Construction,500147,MM,1,2698.0,10,0
3708,2025-01-20 22:00:00,10078,Manufacturing,500681,VN,3,4388.0,7,0
7195,2025-01-02 04:00:00,10168,F&B,501610,TH,2,2388.0,8,0
13655,2025-02-15 09:00:00,10017,Construction,501628,BD,2,2328.0,4,0
11893,2025-02-18 12:00:00,10105,Logistics,501160,PH,2,2431.0,6,0
16657,2025-01-28 21:00:00,10259,Manufacturing,500006,TH,3,4238.0,8,0
16354,2025-02-24 17:00:00,10175,F&B,501312,BD,2,3559.0,5,0
18317,2025-01-07 01:00:00,10296,Cleaning,501261,MY,3,2548.0,7,0
190,2025-01-25 00:00:00,10236,Manufacturing,501816,BD,1,1600.0,8,0
15686,2025-02-11 19:00:00,10039,Manufacturing,501677,ID,2,2731.0,3,0
9930,2025-02-03 21:00:00,10141,Marine,501461,VN,1,2095.0,5,0
13597,2025-01-04 04:00:00,10160,Cleaning,500991,TH,3,3427.0,3,0
8307,2025-01-02 07:00:00,10258,Marine,500410,IN,1,2709.0,10,0
6744,2025-02-07 09:00:00,10027,Logistics,501636,IN,3,2926.0,12,0
4779,2025-02-25 05:00:00,10182,F&B,501737,LK,3,4041.0,5,0
15711,2025-02-03 06:00:00,10268,Manufacturing,500943,MY,2,3239.0,7,0
10084,2025-02-10 15:00:00,10052,F&B,500542,TH,1,2273.0,6,0
14780,2025-01-07 16:00:00,10110,Marine,501679,MY,1,3004.0,6,0
5482,2025-01-11 18:00:00,10121,Logistics,501746,BD,2,3377.0,6,0
615,2025-01-28 19:00:00,10009,Construction,501578,VN,2,3531.0,6,0
16822,2025-01-26 00:00:00,10097,Logistics,501186,MY,1,1860.0,7,0
8304,2025-01-06 15:00:00,10215,Marine,500260,ID,2,3252.0,6,0
7617,2025-02-13 20:00:00,10227,Manufacturing,500696,BD,2,3652.0,8,0
17335,2025-01-06 23:00:00,10057,Construction,501139,ID,2,3301.0,7,0
5953,2025-02-12 09:00:00,10197,Construction,500375,VN,3,2485.0,2,0
14236,2025-02-12 07:00:00,10201,Cleaning,501271,VN,3,4001.0,2,0
12142,2025-02-28 02:00:00,10169,Construction,500261,PH,3,3274.0,5,0
8847,2025-01-08 01:00:00,10189,Marine,501462,PH,1,2808.0,7,0
4871,2025-02-18 16:00:00,10052,F&B,501452,PH,2,2977.0,6,0
1859,2025-02-09 15:00:00,10153,Marine,500473,CN,2,2361.0,9,0
6014,2025-01-01 01:00:00,10273,Cleaning,500095,IN,1,2823.0,11,0
3167,2025-01-15 03:00:00,10152,Cleaning,501470,IN,3,3751.0,7,0
948,2025-01-06 00:00:00,10156,Construction,501433,MM,1,3037.0,7,0
5866,2025-01-29 03:00:00,10045,Cleaning,500860,LK,3,4055.0,6,0
17419,2025-01-17 06:00:00,10099,Construction,500267,BD,3,3401.0,10,1
15441,2025-01-27 08:00:00,10164,F&B,501660,TH,1,2459.0,7,0
10577,2025-01-07 17:00:00,10200,F&B,500870,IN,3,2855.0,7,0
14572,2025-01-05 19:00:00,10064,F&B,500934,CN,3,4082.0,7,0
4725,2025-01-16 05:00:00,10150,Cleaning,501648,PH,2,2931.0,7,0
8225,2025-01-05 03:00:00,10065,Marine,500124,MM,2,3073.0,5,0
18562,2025-02-24 18:00:00,10069,F&B,500205,TH,1,2757.0,4,0
19152,2025-02-11 20:00:00,10052,F&B,501252,LK,3,5302.0,6,0
940,2025-01-25 13:00:00,10143,F&B,501403,PH,3,4171.0,8,0
18205,2025-02-18 09:00:00,10056,Manufacturing,500229,PH,3,3475.0,6,0
18581,2025-01-08 03:00:00,10257,Construction,501121,IN,2,2593.0,5,0
8473,2025-01-08 07:00:00,10109,Logistics,501314,PH,2,2343.0,10,0
7360,2025-02-17 06:00:00,10132,Construction,501862,LK,3,3357.0,9,0
1832,2025-01-01 18:00:00,10273,Cleaning,500498,MY,3,3051.0,10,0
11736,2025-01-22 22:00:00,10124,Cleaning,500027,PH,3,3325.0,4,0
4589,2025-02-06 09:00:00,10226,Logistics,501221,CN,3,3397.0,9,0
14140,2025-02-20 02:00:00,10216,Construction,500475,TH,1,2256.0,8,0
15316,2025-01-16 17:00:00,10072,F&B,500704,PH,2,3019.0,6,0
11917,2025-02-06 17:00:00,10183,Logistics,500559,TH,1,2846.0,9,0
3794,2025-02-16 22:00:00,10051,Marine,500030,PH,2,3382.0,6,0
9244,2025-01-24 15:00:00,10238,Marine,501206,BD,3,4262.0,7,0
7346,2025-01-03 18:00:00,10298,Marine,501041,TH,2,3295.0,5,0
11027,2025-02-14 06:00:00,10151,Marine,500549,MY,1,2716.0,4,0
12992,2025-01-02 08:00:00,10219,Cleaning,500927,CN,2,2630.0,9,0
6903,2025-02-18 07:00:00,10218,F&B,500748,MY,2,2833.0,8,0
6958,2025-01-09 15:00:00,10056,Manufacturing,500707,IN,2,2147.0,2,0
12989,2025-01-01 02:00:00,10289,F&B,500303,TH,1,2310.0,4,0
13240,2025-02-10 07:00:00,10253,Marine,500786,MM,1,2720.0,6,0
19105,2025-01-22 13:00:00,10064,F&B,500154,PH,3,3052.0,9,0
3455,2025-02-28 00:00:00,10278,Construction,500576,PH,2,3315.0,9,0
